hora;dato;linea;robot;referencia
2023-05-09 09:55:57.283557;963.81;Linea 2;R1;programa1
2023-05-09 09:55:57.525652;963.78;Linea 2;R1;programa1
2023-05-09 09:55:57.763554;963.78;Linea 2;R1;programa1
2023-05-09 09:55:58.001435;963.65;Linea 2;R1;programa1
2023-05-09 09:55:58.240997;963.65;Linea 2;R1;programa1
2023-05-09 09:55:58.480794;200.91;Linea 2;R1;programa1
2023-05-09 09:55:58.722097;200.91;Linea 2;R1;programa1
2023-05-09 09:55:58.964239;100.3;Linea 2;R1;programa1
2023-05-09 09:55:59.203896;100.6;Linea 2;R1;programa1
2023-05-09 09:55:59.445245;100.6;Linea 2;R1;programa1
2023-05-09 09:55:59.686281;100.99;Linea 2;R1;programa1
2023-05-09 09:55:59.929656;104.68;Linea 2;R1;programa1
2023-05-09 09:56:00.167932;104.68;Linea 2;R1;programa1
2023-05-09 09:56:00.407404;108.51;Linea 2;R1;programa1
2023-05-09 09:56:00.651111;108.51;Linea 2;R1;programa1
2023-05-09 09:56:00.954523;112.32;Linea 2;R1;programa1
2023-05-09 09:56:01.217684;116.13;Linea 2;R1;programa1
2023-05-09 09:56:01.480656;116.13;Linea 2;R1;programa1
2023-05-09 09:56:01.743414;119.81;Linea 2;R1;programa1
2023-05-09 09:56:01.986658;123.5;Linea 2;R1;programa1
2023-05-09 09:56:02.227858;123.5;Linea 2;R1;programa1
2023-05-09 09:56:02.467337;127.2;Linea 2;R1;programa1
2023-05-09 09:56:02.709221;127.2;Linea 2;R1;programa1
2023-05-09 09:56:02.988585;130.81;Linea 2;R1;programa1
2023-05-09 09:56:03.250506;134.5;Linea 2;R1;programa1
2023-05-09 09:56:03.530977;138.21;Linea 2;R1;programa1
2023-05-09 09:56:03.792722;138.21;Linea 2;R1;programa1
2023-05-09 09:56:04.056077;141.78;Linea 2;R1;programa1
2023-05-09 09:56:04.297069;141.78;Linea 2;R1;programa1
2023-05-09 09:56:04.545505;145.34;Linea 2;R1;programa1
2023-05-09 09:56:04.826086;1036.58;Linea 2;R1;programa1
2023-05-09 09:56:05.100638;1036.58;Linea 2;R1;programa1
2023-05-09 09:56:05.367423;971.93;Linea 2;R1;programa1
2023-05-09 09:56:05.628291;967.49;Linea 2;R1;programa1
2023-05-09 09:56:05.908749;967.49;Linea 2;R1;programa1
2023-05-09 09:56:06.188580;967.08;Linea 2;R1;programa1
2023-05-09 09:56:06.427964;967.23;Linea 2;R1;programa1
2023-05-09 09:56:06.665825;967.23;Linea 2;R1;programa1
2023-05-09 09:56:06.949009;967.0;Linea 2;R1;programa1
2023-05-09 09:56:07.209540;965.79;Linea 2;R1;programa1
2023-05-09 09:56:07.452499;965.79;Linea 2;R1;programa1
2023-05-09 09:56:07.692911;965.79;Linea 2;R1;programa1
2023-05-09 09:56:07.937544;964.92;Linea 2;R1;programa1
2023-05-09 09:56:08.174846;964.92;Linea 2;R1;programa1
2023-05-09 09:56:08.415389;965.31;Linea 2;R1;programa1
2023-05-09 09:56:08.656216;965.31;Linea 2;R1;programa1
2023-05-09 09:56:08.916502;966.34;Linea 2;R1;programa1
2023-05-09 09:56:09.159715;965.06;Linea 2;R1;programa1
2023-05-09 09:56:09.414830;965.06;Linea 2;R1;programa1
2023-05-09 09:56:09.657902;965.82;Linea 2;R1;programa1
2023-05-09 09:56:09.901102;965.82;Linea 2;R1;programa1
2023-05-09 09:56:10.141759;965.31;Linea 2;R1;programa1
2023-05-09 09:56:10.384235;965.33;Linea 2;R1;programa1
2023-05-09 09:56:10.631906;965.33;Linea 2;R1;programa1
2023-05-09 09:56:10.871229;206.56;Linea 2;R1;programa1
2023-05-09 09:56:11.114343;206.56;Linea 2;R1;programa1
2023-05-09 09:56:11.353050;102.23;Linea 2;R1;programa1
2023-05-09 09:56:11.592132;100.86;Linea 2;R1;programa1
2023-05-09 09:56:11.833598;100.86;Linea 2;R1;programa1
2023-05-09 09:56:12.077818;103.77;Linea 2;R1;programa1
2023-05-09 09:56:12.319323;103.77;Linea 2;R1;programa1
2023-05-09 09:56:12.558760;107.74;Linea 2;R1;programa1
2023-05-09 09:56:12.800225;111.53;Linea 2;R1;programa1
2023-05-09 09:56:13.039003;111.53;Linea 2;R1;programa1
2023-05-09 09:56:13.290811;115.25;Linea 2;R1;programa1
2023-05-09 09:56:13.530015;118.95;Linea 2;R1;programa1
2023-05-09 09:56:13.767135;118.95;Linea 2;R1;programa1
2023-05-09 09:56:14.025648;122.64;Linea 2;R1;programa1
2023-05-09 09:56:14.267802;122.64;Linea 2;R1;programa1
2023-05-09 09:56:14.505053;126.11;Linea 2;R1;programa1
2023-05-09 09:56:14.740794;130.0;Linea 2;R1;programa1
2023-05-09 09:56:14.980491;130.0;Linea 2;R1;programa1
2023-05-09 09:56:15.225808;133.64;Linea 2;R1;programa1
2023-05-09 09:56:15.467847;133.64;Linea 2;R1;programa1
2023-05-09 09:56:15.709950;136.97;Linea 2;R1;programa1
2023-05-09 09:56:15.950536;140.83;Linea 2;R1;programa1
2023-05-09 09:56:16.187814;140.83;Linea 2;R1;programa1
2023-05-09 09:56:16.429185;144.54;Linea 2;R1;programa1
2023-05-09 09:56:16.668143;144.54;Linea 2;R1;programa1
2023-05-09 09:56:16.908270;147.82;Linea 2;R1;programa1
2023-05-09 09:56:17.148218;994.71;Linea 2;R1;programa1
2023-05-09 09:56:17.385488;994.71;Linea 2;R1;programa1
2023-05-09 09:56:17.624614;972.74;Linea 2;R1;programa1
2023-05-09 09:56:17.866517;972.74;Linea 2;R1;programa1
2023-05-09 09:56:18.107263;970.18;Linea 2;R1;programa1
2023-05-09 09:56:18.344627;968.92;Linea 2;R1;programa1
2023-05-09 09:56:18.578222;968.92;Linea 2;R1;programa1
2023-05-09 09:56:18.815683;967.82;Linea 2;R1;programa1
2023-05-09 09:56:19.069765;967.82;Linea 2;R1;programa1
2023-05-09 09:56:19.316532;966.28;Linea 2;R1;programa1
2023-05-09 09:56:19.555824;966.26;Linea 2;R1;programa1
2023-05-09 09:56:19.805970;966.26;Linea 2;R1;programa1
2023-05-09 09:56:20.041603;965.72;Linea 2;R1;programa1
2023-05-09 09:56:20.279975;965.72;Linea 2;R1;programa1
2023-05-09 09:56:20.524021;965.37;Linea 2;R1;programa1
2023-05-09 09:56:20.759966;965.12;Linea 2;R1;programa1
2023-05-09 09:56:21.000838;965.12;Linea 2;R1;programa1
2023-05-09 09:56:21.250832;964.75;Linea 2;R1;programa1
2023-05-09 09:56:21.494294;964.75;Linea 2;R1;programa1
2023-05-09 09:56:21.735436;964.38;Linea 2;R1;programa1
2023-05-09 09:56:21.974546;964.13;Linea 2;R1;programa1
2023-05-09 09:56:22.217100;964.13;Linea 2;R1;programa1
2023-05-09 09:56:22.501989;963.89;Linea 2;R1;programa1
2023-05-09 09:56:22.764019;963.64;Linea 2;R1;programa1
2023-05-09 09:56:23.004987;963.64;Linea 2;R1;programa1
2023-05-09 09:56:23.252331;281.76;Linea 2;R1;programa1
2023-05-09 09:56:23.491394;281.76;Linea 2;R1;programa1
2023-05-09 09:56:23.725851;104.74;Linea 2;R1;programa1
2023-05-09 09:56:23.961567;101.17;Linea 2;R1;programa1
2023-05-09 09:56:24.208995;101.17;Linea 2;R1;programa1
2023-05-09 09:56:24.465345;104.96;Linea 2;R1;programa1
2023-05-09 09:56:24.701307;104.96;Linea 2;R1;programa1
2023-05-09 09:56:24.946606;108.97;Linea 2;R1;programa1
2023-05-09 09:56:25.186582;112.76;Linea 2;R1;programa1
2023-05-09 09:56:25.442492;112.76;Linea 2;R1;programa1
2023-05-09 09:56:25.682040;116.62;Linea 2;R1;programa1
2023-05-09 09:56:25.926077;120.39;Linea 2;R1;programa1
2023-05-09 09:56:26.167287;120.39;Linea 2;R1;programa1
2023-05-09 09:56:26.402689;124.18;Linea 2;R1;programa1
2023-05-09 09:56:26.636956;124.18;Linea 2;R1;programa1
2023-05-09 09:56:26.878732;127.96;Linea 2;R1;programa1
2023-05-09 09:56:27.118549;127.96;Linea 2;R1;programa1
2023-05-09 09:56:27.372804;131.7;Linea 2;R1;programa1
2023-05-09 09:56:27.615442;135.43;Linea 2;R1;programa1
2023-05-09 09:56:27.859204;135.43;Linea 2;R1;programa1
2023-05-09 09:56:28.101093;139.24;Linea 2;R1;programa1
2023-05-09 09:56:28.342155;142.92;Linea 2;R1;programa1
2023-05-09 09:56:28.583154;142.92;Linea 2;R1;programa1
2023-05-09 09:56:28.836953;146.58;Linea 2;R1;programa1
2023-05-09 09:56:29.073996;146.58;Linea 2;R1;programa1
2023-05-09 09:56:29.324724;149.92;Linea 2;R1;programa1
2023-05-09 09:56:29.560939;153.92;Linea 2;R1;programa1
2023-05-09 09:56:29.796295;153.92;Linea 2;R1;programa1
2023-05-09 09:56:30.038135;1008.24;Linea 2;R1;programa1
2023-05-09 09:56:30.275845;1008.24;Linea 2;R1;programa1
2023-05-09 09:56:30.525419;974.09;Linea 2;R1;programa1
2023-05-09 09:56:30.766473;971.49;Linea 2;R1;programa1
2023-05-09 09:56:31.004629;971.49;Linea 2;R1;programa1
2023-05-09 09:56:31.245411;969.65;Linea 2;R1;programa1
2023-05-09 09:56:31.493908;969.65;Linea 2;R1;programa1
2023-05-09 09:56:31.732881;968.3;Linea 2;R1;programa1
2023-05-09 09:56:31.980280;967.33;Linea 2;R1;programa1
2023-05-09 09:56:32.224250;967.33;Linea 2;R1;programa1
2023-05-09 09:56:32.466439;966.49;Linea 2;R1;programa1
2023-05-09 09:56:32.710016;966.49;Linea 2;R1;programa1
2023-05-09 09:56:32.961323;965.99;Linea 2;R1;programa1
2023-05-09 09:56:33.202038;965.62;Linea 2;R1;programa1
2023-05-09 09:56:33.442354;965.62;Linea 2;R1;programa1
2023-05-09 09:56:33.681143;965.34;Linea 2;R1;programa1
2023-05-09 09:56:33.923547;965.1;Linea 2;R1;programa1
2023-05-09 09:56:34.162614;965.1;Linea 2;R1;programa1
2023-05-09 09:56:34.401338;964.8;Linea 2;R1;programa1
2023-05-09 09:56:34.642179;964.8;Linea 2;R1;programa1
2023-05-09 09:56:34.881768;964.46;Linea 2;R1;programa1
2023-05-09 09:56:35.123132;964.46;Linea 2;R1;programa1
2023-05-09 09:56:35.364596;964.46;Linea 2;R1;programa1
2023-05-09 09:56:35.605062;760.22;Linea 2;R1;programa1
2023-05-09 09:56:35.849347;760.22;Linea 2;R1;programa1
2023-05-09 09:56:36.092257;130.25;Linea 2;R1;programa1
2023-05-09 09:56:36.330421;97.74;Linea 2;R1;programa1
2023-05-09 09:56:36.571804;97.74;Linea 2;R1;programa1
2023-05-09 09:56:36.812240;101.92;Linea 2;R1;programa1
2023-05-09 09:56:37.052195;101.92;Linea 2;R1;programa1
2023-05-09 09:56:37.295033;105.63;Linea 2;R1;programa1
2023-05-09 09:56:37.536344;109.54;Linea 2;R1;programa1
2023-05-09 09:56:37.772058;109.54;Linea 2;R1;programa1
2023-05-09 09:56:38.011932;113.28;Linea 2;R1;programa1
2023-05-09 09:56:38.256831;113.28;Linea 2;R1;programa1
2023-05-09 09:56:38.500345;117.06;Linea 2;R1;programa1
2023-05-09 09:56:38.742592;120.78;Linea 2;R1;programa1
2023-05-09 09:56:38.981755;120.78;Linea 2;R1;programa1
2023-05-09 09:56:39.217527;124.46;Linea 2;R1;programa1
2023-05-09 09:56:39.457607;124.46;Linea 2;R1;programa1
2023-05-09 09:56:39.699070;128.14;Linea 2;R1;programa1
2023-05-09 09:56:39.938457;131.87;Linea 2;R1;programa1
2023-05-09 09:56:40.179850;131.87;Linea 2;R1;programa1
2023-05-09 09:56:40.421017;135.44;Linea 2;R1;programa1
2023-05-09 09:56:40.662359;135.44;Linea 2;R1;programa1
2023-05-09 09:56:40.905843;139.0;Linea 2;R1;programa1
2023-05-09 09:56:41.142755;142.7;Linea 2;R1;programa1
2023-05-09 09:56:41.382028;142.7;Linea 2;R1;programa1
2023-05-09 09:56:41.623966;146.35;Linea 2;R1;programa1
2023-05-09 09:56:41.865345;146.35;Linea 2;R1;programa1
2023-05-09 09:56:42.117412;149.86;Linea 2;R1;programa1
2023-05-09 09:56:42.361076;1008.67;Linea 2;R1;programa1
2023-05-09 09:56:42.599396;1008.67;Linea 2;R1;programa1
2023-05-09 09:56:42.844612;973.41;Linea 2;R1;programa1
2023-05-09 09:56:43.085348;973.41;Linea 2;R1;programa1
2023-05-09 09:56:43.328144;970.49;Linea 2;R1;programa1
2023-05-09 09:56:43.571802;968.76;Linea 2;R1;programa1
2023-05-09 09:56:43.811391;968.76;Linea 2;R1;programa1
2023-05-09 09:56:44.046786;967.18;Linea 2;R1;programa1
2023-05-09 09:56:44.287541;967.18;Linea 2;R1;programa1
2023-05-09 09:56:44.524983;965.99;Linea 2;R1;programa1
2023-05-09 09:56:44.762997;965.61;Linea 2;R1;programa1
2023-05-09 09:56:45.009134;965.61;Linea 2;R1;programa1
2023-05-09 09:56:45.322726;965.41;Linea 2;R1;programa1
2023-05-09 09:56:45.588947;964.83;Linea 2;R1;programa1
2023-05-09 09:56:45.897633;964.83;Linea 2;R1;programa1
2023-05-09 09:56:46.136826;964.57;Linea 2;R1;programa1
2023-05-09 09:56:46.380292;964.63;Linea 2;R1;programa1
2023-05-09 09:56:46.627584;964.63;Linea 2;R1;programa1
2023-05-09 09:56:46.863829;964.34;Linea 2;R1;programa1
2023-05-09 09:56:47.099942;964.34;Linea 2;R1;programa1
2023-05-09 09:56:47.343849;964.53;Linea 2;R1;programa1
2023-05-09 09:56:47.583693;964.21;Linea 2;R1;programa1
2023-05-09 09:56:47.824079;964.21;Linea 2;R1;programa1
2023-05-09 09:56:48.066751;964.1;Linea 2;R1;programa1
2023-05-09 09:56:48.306888;964.1;Linea 2;R1;programa1
2023-05-09 09:56:48.546173;186.8;Linea 2;R1;programa1
2023-05-09 09:56:48.784146;99.84;Linea 2;R1;programa1
2023-05-09 09:56:49.023008;99.84;Linea 2;R1;programa1
2023-05-09 09:56:49.263956;100.47;Linea 2;R1;programa1
2023-05-09 09:56:49.501605;100.47;Linea 2;R1;programa1
2023-05-09 09:56:49.738889;105.56;Linea 2;R1;programa1
2023-05-09 09:56:49.979591;110.27;Linea 2;R1;programa1
2023-05-09 09:56:50.219463;110.27;Linea 2;R1;programa1
2023-05-09 09:56:50.459943;115.22;Linea 2;R1;programa1
2023-05-09 09:56:50.698512;115.22;Linea 2;R1;programa1
2023-05-09 09:56:50.937506;119.7;Linea 2;R1;programa1
2023-05-09 09:56:51.178349;124.64;Linea 2;R1;programa1
2023-05-09 09:56:51.417552;124.64;Linea 2;R1;programa1
2023-05-09 09:56:51.660294;129.29;Linea 2;R1;programa1
2023-05-09 09:56:51.900628;129.29;Linea 2;R1;programa1
2023-05-09 09:56:52.138412;134.02;Linea 2;R1;programa1
2023-05-09 09:56:52.386152;138.56;Linea 2;R1;programa1
2023-05-09 09:56:52.626321;138.56;Linea 2;R1;programa1
2023-05-09 09:56:52.868321;143.26;Linea 2;R1;programa1
2023-05-09 09:56:53.103787;143.26;Linea 2;R1;programa1
2023-05-09 09:56:53.344341;147.76;Linea 2;R1;programa1
2023-05-09 09:56:53.584970;152.48;Linea 2;R1;programa1
2023-05-09 09:56:53.826584;152.48;Linea 2;R1;programa1
2023-05-09 09:56:54.065636;157.09;Linea 2;R1;programa1
2023-05-09 09:56:54.307059;157.09;Linea 2;R1;programa1
2023-05-09 09:56:54.548804;161.65;Linea 2;R1;programa1
2023-05-09 09:56:54.791680;1030.14;Linea 2;R1;programa1
2023-05-09 09:56:55.032254;1030.14;Linea 2;R1;programa1
2023-05-09 09:56:55.281800;972.26;Linea 2;R1;programa1
2023-05-09 09:56:55.524844;969.96;Linea 2;R1;programa1
2023-05-09 09:56:55.768681;969.96;Linea 2;R1;programa1
2023-05-09 09:56:56.007435;967.67;Linea 2;R1;programa1
2023-05-09 09:56:56.252686;967.67;Linea 2;R1;programa1
2023-05-09 09:56:56.495482;966.26;Linea 2;R1;programa1
2023-05-09 09:56:56.736696;966.14;Linea 2;R1;programa1
2023-05-09 09:56:56.976881;966.14;Linea 2;R1;programa1
2023-05-09 09:56:57.225059;965.76;Linea 2;R1;programa1
2023-05-09 09:56:57.466883;965.76;Linea 2;R1;programa1
2023-05-09 09:56:57.714814;964.78;Linea 2;R1;programa1
2023-05-09 09:56:57.954532;965.06;Linea 2;R1;programa1
2023-05-09 09:56:58.209779;965.06;Linea 2;R1;programa1
2023-05-09 09:56:58.450473;964.63;Linea 2;R1;programa1
2023-05-09 09:56:58.690398;964.63;Linea 2;R1;programa1
2023-05-09 09:56:58.933551;964.26;Linea 2;R1;programa1
2023-05-09 09:56:59.173149;963.99;Linea 2;R1;programa1
2023-05-09 09:56:59.412493;963.99;Linea 2;R1;programa1
2023-05-09 09:56:59.656977;963.88;Linea 2;R1;programa1
2023-05-09 09:56:59.895372;963.88;Linea 2;R1;programa1
2023-05-09 09:57:00.132214;963.4;Linea 2;R1;programa1
2023-05-09 09:57:00.369189;963.72;Linea 2;R1;programa1
2023-05-09 09:57:00.608098;963.72;Linea 2;R1;programa1
2023-05-09 09:57:00.847958;200.45;Linea 2;R1;programa1
2023-05-09 09:57:01.093548;200.45;Linea 2;R1;programa1
2023-05-09 09:57:01.329950;101.37;Linea 2;R1;programa1
2023-05-09 09:57:01.570601;100.9;Linea 2;R1;programa1
2023-05-09 09:57:01.811960;100.9;Linea 2;R1;programa1
2023-05-09 09:57:02.051424;104.71;Linea 2;R1;programa1
2023-05-09 09:57:02.293097;104.71;Linea 2;R1;programa1
2023-05-09 09:57:02.533678;108.49;Linea 2;R1;programa1
2023-05-09 09:57:02.772737;112.23;Linea 2;R1;programa1
2023-05-09 09:57:03.017084;112.23;Linea 2;R1;programa1
2023-05-09 09:57:03.256491;115.97;Linea 2;R1;programa1
2023-05-09 09:57:03.497309;115.97;Linea 2;R1;programa1
2023-05-09 09:57:03.735640;119.25;Linea 2;R1;programa1
2023-05-09 09:57:03.976161;123.18;Linea 2;R1;programa1
2023-05-09 09:57:04.218835;123.18;Linea 2;R1;programa1
2023-05-09 09:57:04.458683;126.9;Linea 2;R1;programa1
2023-05-09 09:57:04.699512;126.9;Linea 2;R1;programa1
2023-05-09 09:57:04.941463;130.42;Linea 2;R1;programa1
2023-05-09 09:57:05.186558;134.11;Linea 2;R1;programa1
2023-05-09 09:57:05.425430;134.11;Linea 2;R1;programa1
2023-05-09 09:57:05.667681;137.69;Linea 2;R1;programa1
2023-05-09 09:57:05.911950;137.69;Linea 2;R1;programa1
2023-05-09 09:57:06.149969;141.33;Linea 2;R1;programa1
2023-05-09 09:57:06.391019;144.79;Linea 2;R1;programa1
2023-05-09 09:57:06.627380;144.79;Linea 2;R1;programa1
2023-05-09 09:57:06.867961;148.45;Linea 2;R1;programa1
2023-05-09 09:57:07.117882;543.9;Linea 2;R1;programa1
2023-05-09 09:57:07.354256;543.9;Linea 2;R1;programa1
2023-05-09 09:57:07.594240;974.55;Linea 2;R1;programa1
2023-05-09 09:57:07.831700;974.55;Linea 2;R1;programa1
2023-05-09 09:57:08.070505;975.03;Linea 2;R1;programa1
2023-05-09 09:57:08.311650;975.03;Linea 2;R1;programa1
2023-05-09 09:57:08.547537;972.39;Linea 2;R1;programa1
2023-05-09 09:57:08.790423;969.64;Linea 2;R1;programa1
2023-05-09 09:57:09.029409;969.64;Linea 2;R1;programa1
2023-05-09 09:57:09.272406;967.89;Linea 2;R1;programa1
2023-05-09 09:57:09.510725;967.89;Linea 2;R1;programa1
2023-05-09 09:57:09.748480;966.73;Linea 2;R1;programa1
2023-05-09 09:57:09.990596;966.12;Linea 2;R1;programa1
2023-05-09 09:57:10.230031;966.12;Linea 2;R1;programa1
2023-05-09 09:57:10.464354;965.41;Linea 2;R1;programa1
2023-05-09 09:57:10.706017;965.41;Linea 2;R1;programa1
2023-05-09 09:57:10.945200;965.2;Linea 2;R1;programa1
2023-05-09 09:57:11.182585;965.1;Linea 2;R1;programa1
2023-05-09 09:57:11.426240;965.1;Linea 2;R1;programa1
2023-05-09 09:57:11.665463;964.79;Linea 2;R1;programa1
2023-05-09 09:57:11.906359;964.79;Linea 2;R1;programa1
2023-05-09 09:57:12.148985;964.54;Linea 2;R1;programa1
2023-05-09 09:57:12.387814;964.38;Linea 2;R1;programa1
2023-05-09 09:57:12.629260;964.38;Linea 2;R1;programa1
2023-05-09 09:57:12.872619;964.18;Linea 2;R1;programa1
2023-05-09 09:57:13.112739;964.18;Linea 2;R1;programa1
2023-05-09 09:57:13.350510;369.92;Linea 2;R1;programa1
2023-05-09 09:57:13.592572;110.03;Linea 2;R1;programa1
2023-05-09 09:57:13.831402;110.03;Linea 2;R1;programa1
2023-05-09 09:57:14.075688;100.16;Linea 2;R1;programa1
2023-05-09 09:57:14.310185;100.16;Linea 2;R1;programa1
2023-05-09 09:57:14.545248;102.77;Linea 2;R1;programa1
2023-05-09 09:57:14.786321;106.64;Linea 2;R1;programa1
2023-05-09 09:57:15.027512;106.64;Linea 2;R1;programa1
2023-05-09 09:57:15.267312;110.45;Linea 2;R1;programa1
2023-05-09 09:57:15.517957;114.16;Linea 2;R1;programa1
2023-05-09 09:57:15.759254;114.16;Linea 2;R1;programa1
2023-05-09 09:57:15.997552;117.87;Linea 2;R1;programa1
2023-05-09 09:57:16.240976;117.87;Linea 2;R1;programa1
2023-05-09 09:57:16.478612;121.62;Linea 2;R1;programa1
2023-05-09 09:57:16.719042;125.26;Linea 2;R1;programa1
2023-05-09 09:57:16.963047;125.26;Linea 2;R1;programa1
2023-05-09 09:57:17.202383;128.88;Linea 2;R1;programa1
2023-05-09 09:57:17.443182;128.88;Linea 2;R1;programa1
2023-05-09 09:57:17.684606;132.48;Linea 2;R1;programa1
2023-05-09 09:57:17.924734;136.15;Linea 2;R1;programa1
2023-05-09 09:57:18.176264;136.15;Linea 2;R1;programa1
2023-05-09 09:57:18.469004;139.74;Linea 2;R1;programa1
2023-05-09 09:57:18.727881;143.37;Linea 2;R1;programa1
2023-05-09 09:57:19.005161;143.37;Linea 2;R1;programa1
2023-05-09 09:57:19.275522;147.03;Linea 2;R1;programa1
2023-05-09 09:57:19.534236;150.49;Linea 2;R1;programa1
2023-05-09 09:57:19.776236;150.49;Linea 2;R1;programa1
2023-05-09 09:57:20.065659;1040.68;Linea 2;R1;programa1
2023-05-09 09:57:20.348833;974.31;Linea 2;R1;programa1
2023-05-09 09:57:20.637566;974.31;Linea 2;R1;programa1
2023-05-09 09:57:20.909913;971.25;Linea 2;R1;programa1
2023-05-09 09:57:21.186290;969.38;Linea 2;R1;programa1
2023-05-09 09:57:21.462092;969.38;Linea 2;R1;programa1
2023-05-09 09:57:21.702823;968.16;Linea 2;R1;programa1
2023-05-09 09:57:21.943546;967.34;Linea 2;R1;programa1
2023-05-09 09:57:22.213649;967.34;Linea 2;R1;programa1
2023-05-09 09:57:22.450339;966.58;Linea 2;R1;programa1
2023-05-09 09:57:22.693447;966.58;Linea 2;R1;programa1
2023-05-09 09:57:22.928168;965.88;Linea 2;R1;programa1
2023-05-09 09:57:23.164229;965.38;Linea 2;R1;programa1
2023-05-09 09:57:23.402945;965.38;Linea 2;R1;programa1
2023-05-09 09:57:23.641426;965.08;Linea 2;R1;programa1
2023-05-09 09:57:23.877015;965.08;Linea 2;R1;programa1
2023-05-09 09:57:24.121538;964.66;Linea 2;R1;programa1
2023-05-09 09:57:24.360402;964.63;Linea 2;R1;programa1
2023-05-09 09:57:24.598326;964.63;Linea 2;R1;programa1
2023-05-09 09:57:24.837719;964.64;Linea 2;R1;programa1
2023-05-09 09:57:25.076384;964.64;Linea 2;R1;programa1
2023-05-09 09:57:25.320729;964.09;Linea 2;R1;programa1
2023-05-09 09:57:25.566862;964.23;Linea 2;R1;programa1
2023-05-09 09:57:25.805697;964.23;Linea 2;R1;programa1
2023-05-09 09:57:26.046661;168.21;Linea 2;R1;programa1
2023-05-09 09:57:26.287440;168.21;Linea 2;R1;programa1
2023-05-09 09:57:26.526240;99.22;Linea 2;R1;programa1
2023-05-09 09:57:26.772644;103.04;Linea 2;R1;programa1
2023-05-09 09:57:27.013003;103.04;Linea 2;R1;programa1
2023-05-09 09:57:27.253673;106.94;Linea 2;R1;programa1
2023-05-09 09:57:27.499361;106.94;Linea 2;R1;programa1
2023-05-09 09:57:27.738695;110.95;Linea 2;R1;programa1
2023-05-09 09:57:27.977723;114.69;Linea 2;R1;programa1
2023-05-09 09:57:28.221719;114.69;Linea 2;R1;programa1
2023-05-09 09:57:28.462928;118.43;Linea 2;R1;programa1
2023-05-09 09:57:28.705889;118.43;Linea 2;R1;programa1
2023-05-09 09:57:28.954353;122.19;Linea 2;R1;programa1
2023-05-09 09:57:29.191318;125.87;Linea 2;R1;programa1
2023-05-09 09:57:29.438007;125.87;Linea 2;R1;programa1
2023-05-09 09:57:29.680101;129.6;Linea 2;R1;programa1
2023-05-09 09:57:29.920312;133.26;Linea 2;R1;programa1
2023-05-09 09:57:30.162450;133.26;Linea 2;R1;programa1
2023-05-09 09:57:30.402489;136.89;Linea 2;R1;programa1
2023-05-09 09:57:30.641469;136.89;Linea 2;R1;programa1
2023-05-09 09:57:30.885379;140.61;Linea 2;R1;programa1
2023-05-09 09:57:31.124057;144.27;Linea 2;R1;programa1
2023-05-09 09:57:31.365291;144.27;Linea 2;R1;programa1
2023-05-09 09:57:31.604467;147.85;Linea 2;R1;programa1
2023-05-09 09:57:31.842300;147.85;Linea 2;R1;programa1
2023-05-09 09:57:32.099113;151.55;Linea 2;R1;programa1
2023-05-09 09:57:32.339259;1022.73;Linea 2;R1;programa1
2023-05-09 09:57:32.578856;1022.73;Linea 2;R1;programa1
2023-05-09 09:57:32.816698;974.15;Linea 2;R1;programa1
2023-05-09 09:57:33.072628;974.15;Linea 2;R1;programa1
2023-05-09 09:57:33.316827;970.82;Linea 2;R1;programa1
2023-05-09 09:57:33.561907;969.36;Linea 2;R1;programa1
2023-05-09 09:57:33.800623;969.36;Linea 2;R1;programa1
2023-05-09 09:57:34.051370;968.36;Linea 2;R1;programa1
2023-05-09 09:57:34.292596;968.36;Linea 2;R1;programa1
2023-05-09 09:57:34.532185;967.44;Linea 2;R1;programa1
2023-05-09 09:57:34.780512;966.58;Linea 2;R1;programa1
2023-05-09 09:57:35.018842;966.58;Linea 2;R1;programa1
2023-05-09 09:57:35.255274;965.83;Linea 2;R1;programa1
2023-05-09 09:57:35.497132;965.83;Linea 2;R1;programa1
2023-05-09 09:57:35.732931;965.25;Linea 2;R1;programa1
2023-05-09 09:57:35.977318;965.05;Linea 2;R1;programa1
2023-05-09 09:57:36.230895;965.05;Linea 2;R1;programa1
2023-05-09 09:57:36.469434;964.79;Linea 2;R1;programa1
2023-05-09 09:57:36.713582;964.79;Linea 2;R1;programa1
2023-05-09 09:57:36.957862;964.82;Linea 2;R1;programa1
2023-05-09 09:57:37.197891;964.67;Linea 2;R1;programa1
2023-05-09 09:57:37.439029;964.67;Linea 2;R1;programa1
2023-05-09 09:57:37.674496;964.53;Linea 2;R1;programa1
2023-05-09 09:57:37.916812;964.53;Linea 2;R1;programa1
2023-05-09 09:57:38.164155;964.29;Linea 2;R1;programa1
2023-05-09 09:57:38.404525;181.2;Linea 2;R1;programa1
2023-05-09 09:57:38.645295;181.2;Linea 2;R1;programa1
2023-05-09 09:57:38.880584;101.42;Linea 2;R1;programa1
2023-05-09 09:57:39.119441;103.1;Linea 2;R1;programa1
2023-05-09 09:57:39.363589;103.1;Linea 2;R1;programa1
2023-05-09 09:57:39.598022;106.98;Linea 2;R1;programa1
2023-05-09 09:57:39.836251;106.98;Linea 2;R1;programa1
2023-05-09 09:57:40.077431;110.87;Linea 2;R1;programa1
2023-05-09 09:57:40.317512;110.87;Linea 2;R1;programa1
